0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,73,1,49,8,109,110,8,49,1,73,73,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,32,73,73,73,1,49,8,109,110,8,49,1,73,73,73,32,73,1,1
0,0,0,0,0,19,19,0,0,0,19,19,49,49,49,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,73,73,73,32,73,1,49,8,109,110,8,49,1,73,32,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,73,1,49,8,109,110,8,49,1,73,73,73,73,73,49,49
0,0,0,19,0,0,0,0,19,0,0,0,49,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0,73,32,73,73,73,1,49,8,109,110,8,49,1,73,73,73,32,73,1,1
0,0,0,19,0,0,0,0,19,0,0,0,49,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0,73,73,73,32,73,1,49,8,109,110,8,49,49,73,32,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,73,1,49,8,109,110,8,49,1,73,73,73,73,73,1,1
0,0,0,0,0,19,19,0,0,0,19,19,49,49,49,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,1,1,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,19,0,0,0,0,19,0,0,0,49,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0,1,1,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,19,0,0,0,0,19,0,0,0,49,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0,1,1,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,73,1,49,8,109,110,8,49,1,73,73,73,73,73,1,1
0,0,0,0,0,19,19,0,0,0,19,19,49,49,49,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,73,73,73,32,73,1,49,8,109,110,8,49,1,73,32,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,32,73,73,73,49,49,8,109,110,8,49,1,73,73,73,32,73,1,1
0,0,0,19,0,0,0,0,19,0,0,0,49,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0,73,73,73,73,73,1,49,8,109,110,8,49,1,73,73,73,73,73,49,49
0,0,0,19,0,0,0,0,19,0,0,0,49,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0,73,73,73,32,73,1,49,8,109,110,8,49,1,73,32,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,32,73,73,73,1,49,8,109,110,8,49,49,73,73,73,32,73,1,1
0,0,0,0,0,19,19,0,0,0,19,49,49,49,49,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,73,73,73,73,73,1,49,8,109,110,8,49,1,73,73,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,19,0,0,0,0,81,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,19,0,0,0,0,81,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,49,49,49,49,49,49,49,49,49,49,0,0,0,0,0,0,0,0,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,8,109,110,8,49,1,73,73,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,49,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,109,110,8,49,1,73,73,73,32,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,49,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,109,110,8,49,49,73,32,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,81,81,81,81,81,81,81,81,49,49,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,8,109,110,8,49,1,73,73,73,73,73,49,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,8,109,110,8,49,1,73,73,73,32,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,81,81,81,81,81,81,81,81,81,49,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,109,110,8,49,1,73,32,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,49,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,109,110,8,49,1,73,73,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,81,81,81,81,81,81,81,81,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,81,0,0,0,0,49,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,81,0,0,0,0,49,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,73,1,49,8,109,110,8,49,1,73,73,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,32,73,1,49,8,109,110,8,49,1,73,32,73,73,73,1,1
0,0,0,0,0,81,81,0,0,0,81,81,81,81,81,0,0,0,81,81,0,0,0,0,0,0,0,0,0,0,73,32,73,73,73,49,49,8,109,110,8,49,1,73,73,73,32,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,73,1,49,8,109,110,8,49,1,73,73,73,73,73,49,49
0,0,0,81,0,0,0,0,81,0,0,0,81,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0,73,73,73,32,73,1,49,8,109,110,8,49,1,73,32,73,73,73,1,1
0,0,0,81,0,0,0,0,81,0,0,0,81,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0,73,32,73,73,73,1,49,8,109,110,8,49,49,73,73,73,32,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,73,73,1,49,8,109,110,8,49,1,73,73,73,73,73,1,1
0,0,0,0,0,81,81,0,0,0,81,81,81,81,81,0,0,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,81,0,0,0,0,81,0,0,0,81,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,49,1,1,1,49,8,109,110,8,49,1,1,1,49,1,1,1,1
0,0,0,81,0,0,0,0,81,0,0,0,81,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0,73,73,73,73,73,1,49,8,109,110,8,49,1,73,73,73,73,73,1,1
0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,32,73,1,49,8,109,110,8,49,1,73,32,73,73,73,1,1
